gene_expression,n,DE_pattern,DE_pattern_index,replicate,method,method,sensitivity,fdr,number_of_true_discoveries_ct1,number_of_true_discoveries_ct2,number_of_true_discoveries_ct3,number_of_true_discoveries_ct4,number_of_true_discoveries_ct5,number_of_true_discoveries_ct6,number_of_discoveries_ct1,number_of_discoveries_ct2,number_of_discoveries_ct3,number_of_discoveries_ct4,number_of_discoveries_ct5,number_of_discoveries_ct6,power_ct1,power_ct2,power_ct3,power_ct4,power_ct5,power_ct6,type_I_error_ct1,type_I_error_ct2,type_I_error_ct3,type_I_error_ct4,type_I_error_ct5,type_I_error_ct6,Elapsed_Time_sec,Peak_RAM_Used_MiB
high,200,2_1_1,1,10,CARseq_ICeDT,1,0.610884353741497,0.499442586399108,0,449,0,0,0,0,0,897,0,0,0,0,0.0353741496598639,0.763265306122449,0.0312925170068027,0.0272108843537415,0.0421768707482993,0.0312925170068027,0.0403846153846154,0.0488461538461538,0.0326923076923077,0.0326923076923077,0.0442307692307692,0.0380769230769231,NA,NA
low,200,2_1_1,1,1,TOAST_TPM_ICeDT,1,0.0520504731861199,0.932098765432099,0,33,0,0,1,0,0,484,0,0,2,0,0.0772870662460568,0.182965299684543,0.0425867507886435,0.0473186119873817,0.118296529968454,0.0488958990536278,0.0402957486136784,0.033641404805915,0.0354898336414048,0.0528650646950092,0.0499075785582255,0.0425138632162662,NA,NA
medium,200,2_1_1,1,1,TOAST_TPM_ICeDT,1,0.192012288786482,0.742798353909465,0,125,0,0,0,0,0,484,0,0,2,0,0.0967741935483871,0.359447004608295,0.032258064516129,0.0691244239631336,0.112135176651306,0.0491551459293395,0.0450651769087523,0.0391061452513966,0.0432029795158287,0.05512104283054,0.0540037243947858,0.0506517690875233,NA,NA
high,200,2_1_1,1,1,TOAST_TPM_ICeDT,1,0.409470752089136,0.395061728395062,0,294,0,0,1,0,0,484,0,0,2,0,0.107242339832869,0.580779944289694,0.0598885793871866,0.0598885793871866,0.128133704735376,0.0584958217270195,0.0481651376146789,0.0504587155963303,0.0435779816513761,0.0535168195718654,0.0535168195718654,0.0500764525993884,NA,NA
low,200,2_1_1,1,2,TOAST_TPM_ICeDT,1,0.0441426146010187,0.943844492440605,0,26,0,0,1,0,0,454,0,0,6,3,0.0560271646859083,0.144312393887946,0.0526315789473684,0.0492359932088285,0.0848896434634974,0.0950764006791171,0.0360262008733624,0.0385735080058224,0.0458515283842795,0.0527656477438137,0.0483988355167394,0.0509461426491994,NA,NA
medium,200,2_1_1,1,2,TOAST_TPM_ICeDT,1,0.143497757847534,0.792656587473002,0,96,0,0,1,0,0,454,0,0,6,3,0.0642750373692078,0.327354260089686,0.0568011958146487,0.0612855007473842,0.100149476831091,0.113602391629297,0.0475121586232697,0.0471380471380471,0.0527497194163861,0.0534979423868313,0.0576131687242798,0.058361391694725,NA,NA
high,200,2_1_1,1,2,TOAST_TPM_ICeDT,1,0.397849462365591,0.360691144708423,0,296,0,0,1,1,0,454,0,0,6,3,0.0685483870967742,0.586021505376344,0.0537634408602151,0.081989247311828,0.108870967741935,0.112903225806452,0.0474903474903475,0.0459459459459459,0.0467181467181467,0.0413127413127413,0.0579150579150579,0.0517374517374517,NA,NA
low,200,2_1_1,1,3,TOAST_TPM_ICeDT,1,0.0504347826086957,0.955384615384615,0,29,0,0,0,0,0,641,7,1,0,1,0.0539130434782609,0.177391304347826,0.109565217391304,0.0747826086956522,0.0695652173913043,0.0504347826086957,0.0416063675832127,0.0390738060781476,0.038712011577424,0.0517366136034732,0.0484804630969609,0.0434153400868307,NA,NA
medium,200,2_1_1,1,3,TOAST_TPM_ICeDT,1,0.251920122887865,0.747692307692308,0,164,2,1,0,0,0,641,7,1,0,1,0.0752688172043011,0.408602150537634,0.138248847926267,0.0906298003072197,0.0752688172043011,0.0783410138248848,0.0519287833827893,0.0589762611275964,0.051186943620178,0.0630563798219585,0.0597181008902077,0.0545252225519288,NA,NA
high,200,2_1_1,1,3,TOAST_TPM_ICeDT,1,0.510967741935484,0.390769230769231,0,396,4,0,0,0,0,641,7,1,0,1,0.0825806451612903,0.674838709677419,0.167741935483871,0.0838709677419355,0.100645161290323,0.0567741935483871,0.0492379835873388,0.0562719812426729,0.0433763188745604,0.0582258694802657,0.0586166471277843,0.0476748729972646,NA,NA
low,200,2_1_1,1,4,TOAST_TPM_ICeDT,1,0.0594227504244482,0.930830039525692,0,35,2,0,0,1,0,489,14,0,0,3,0.0492359932088285,0.152801358234295,0.120543293718166,0.066213921901528,0.066213921901528,0.0848896434634974,0.0480699198834669,0.0444282592862345,0.0600873998543336,0.0469774217042972,0.0375091041514931,0.0597232337946103,NA,NA
medium,200,2_1_1,1,4,TOAST_TPM_ICeDT,1,0.14375,0.818181818181818,0,92,0,0,0,0,0,489,14,0,0,3,0.0671875,0.30625,0.153125,0.078125,0.0671875,0.1109375,0.0532938564026647,0.0455218356772761,0.0658771280532939,0.0566247224278312,0.0551443375277572,0.0717986676535899,NA,NA
high,200,2_1_1,1,4,TOAST_TPM_ICeDT,1,0.431347150259067,0.341897233201581,0,333,11,0,0,1,0,489,14,0,0,3,0.0414507772020725,0.601036269430052,0.145077720207254,0.0582901554404145,0.0738341968911917,0.0919689119170984,0.0499609679937549,0.0523028883684621,0.0562060889929742,0.0480093676814988,0.0550351288056206,0.0511319281811085,NA,NA
low,200,2_1_1,1,5,TOAST_TPM_ICeDT,1,0.0245098039215686,0.956395348837209,0,15,0,0,1,0,0,337,0,2,4,1,0.0669934640522876,0.107843137254902,0.0735294117647059,0.0849673202614379,0.0996732026143791,0.0441176470588235,0.0380952380952381,0.032967032967033,0.0494505494505494,0.0542124542124542,0.0472527472527473,0.0413919413919414,NA,NA
medium,200,2_1_1,1,5,TOAST_TPM_ICeDT,1,0.101341281669151,0.802325581395349,0,68,0,0,0,0,0,337,0,2,4,1,0.105812220566319,0.277198211624441,0.0894187779433681,0.0983606557377049,0.117734724292101,0.0596125186289121,0.0480660908749531,0.0450619601952685,0.0499436725497559,0.0589560645888096,0.0597070972587308,0.055951933909125,NA,NA
high,200,2_1_1,1,5,TOAST_TPM_ICeDT,1,0.329624478442281,0.311046511627907,0,237,0,1,1,0,0,337,0,2,4,1,0.0834492350486787,0.538247566063978,0.0917941585535466,0.0778859527121001,0.129346314325452,0.0556328233657858,0.0497131931166348,0.0458891013384321,0.0458891013384321,0.058508604206501,0.0489483747609943,0.0554493307839388,NA,NA
low,200,2_1_1,1,6,TOAST_TPM_ICeDT,1,0.0491803278688525,0.938271604938272,0,30,0,0,0,0,2,483,0,0,1,0,0.0737704918032787,0.154098360655738,0.0459016393442623,0.0557377049180328,0.129508196721311,0.0655737704918033,0.0417888563049853,0.0333577712609971,0.0362903225806452,0.0439882697947214,0.0527859237536657,0.0450879765395894,NA,NA
medium,200,2_1_1,1,6,TOAST_TPM_ICeDT,1,0.152905198776758,0.794238683127572,1,100,0,0,0,0,2,483,0,0,1,0,0.108562691131498,0.301223241590214,0.0779816513761468,0.0749235474006116,0.131498470948012,0.0779816513761468,0.0484712900820283,0.0495898583146905,0.0443698732289336,0.0574198359433259,0.0592841163310962,0.0615212527964206,NA,NA
high,200,2_1_1,1,6,TOAST_TPM_ICeDT,1,0.434782608695652,0.34156378600823,0,320,0,0,1,0,2,483,0,0,1,0,0.125,0.578804347826087,0.0815217391304348,0.0625,0.122282608695652,0.0665760869565217,0.0438799076212471,0.0469591993841416,0.041955350269438,0.0473441108545035,0.0581216320246343,0.0523479599692071,NA,NA
low,200,2_1_1,1,7,TOAST_TPM_ICeDT,1,0.0532445923460899,0.946488294314381,0,32,0,0,0,1,4,589,0,1,1,3,0.0349417637271215,0.161397670549085,0.0782029950083195,0.064891846921797,0.0632279534109817,0.126455906821963,0.0365898280278083,0.0278082693011343,0.0424442005122576,0.0347603366264179,0.0450054884742042,0.048664471276985,NA,NA
medium,200,2_1_1,1,7,TOAST_TPM_ICeDT,1,0.1984375,0.787625418060201,0,127,0,0,1,0,4,589,0,1,1,3,0.053125,0.3484375,0.0796875,0.065625,0.0625,0.159375,0.0429470566456868,0.0385042576823399,0.0440577563865235,0.0477600888559793,0.0540540540540541,0.0577563865235098,NA,NA
high,200,2_1_1,1,7,TOAST_TPM_ICeDT,1,0.521681997371879,0.336120401337793,1,397,0,0,0,2,4,589,0,1,1,3,0.049934296977661,0.701708278580815,0.088042049934297,0.0657030223390276,0.0459921156373193,0.156373193166886,0.0462135922330097,0.0493203883495146,0.0469902912621359,0.0493203883495146,0.0500970873786408,0.0586407766990291,NA,NA
low,200,2_1_1,1,8,TOAST_TPM_ICeDT,1,0.0494037478705281,0.944444444444444,0,29,0,0,0,0,0,521,0,1,0,0,0.0971039182282794,0.141396933560477,0.0562180579216354,0.0715502555366269,0.0442930153321976,0.0528109028960818,0.049781976744186,0.0392441860465116,0.0505087209302326,0.0436046511627907,0.0396075581395349,0.0410610465116279,NA,NA
medium,200,2_1_1,1,8,TOAST_TPM_ICeDT,1,0.168908819133034,0.783524904214559,0,113,0,1,0,0,0,521,0,1,0,0,0.130044843049327,0.285500747384155,0.0672645739910314,0.077727952167414,0.0597907324364723,0.0747384155455904,0.0569928758905137,0.046119235095613,0.0659917510311211,0.0573678290213723,0.0498687664041995,0.0487439070116235,NA,NA
high,200,2_1_1,1,8,TOAST_TPM_ICeDT,1,0.456375838926175,0.348659003831418,0,340,0,0,0,0,0,521,0,1,0,0,0.14496644295302,0.587919463087248,0.0671140939597315,0.0885906040268456,0.0711409395973154,0.0832214765100671,0.056006179992275,0.0436461954422557,0.0494399382000772,0.0502124372344535,0.048667439165701,0.0556199304750869,NA,NA
low,200,2_1_1,1,9,TOAST_TPM_ICeDT,1,0.043046357615894,0.945945945945946,0,26,0,0,0,0,0,480,0,0,1,0,0.0480132450331126,0.127483443708609,0.0447019867549669,0.054635761589404,0.0529801324503311,0.0413907284768212,0.0350748995250274,0.040920716112532,0.0401899890390939,0.0507855316039459,0.0365363536719035,0.0332480818414322,NA,NA
medium,200,2_1_1,1,9,TOAST_TPM_ICeDT,1,0.15922619047619,0.777546777546777,0,107,0,0,1,0,0,480,0,0,1,0,0.0699404761904762,0.349702380952381,0.0639880952380952,0.0863095238095238,0.0863095238095238,0.0580357142857143,0.0514264264264264,0.048048048048048,0.0514264264264264,0.0536786786786787,0.048048048048048,0.0487987987987988,NA,NA
high,200,2_1_1,1,9,TOAST_TPM_ICeDT,1,0.422496570644719,0.35966735966736,0,308,0,0,0,0,0,480,0,0,1,0,0.0727023319615912,0.613168724279835,0.0603566529492455,0.100137174211248,0.0809327846364883,0.046639231824417,0.0552570990023024,0.0529547198772064,0.0464313123561013,0.0552570990023024,0.0514198004604758,0.0506523407521105,NA,NA
low,200,2_1_1,1,10,TOAST_TPM_ICeDT,1,0.0542372881355932,0.937864077669903,0,32,0,0,0,0,0,515,0,0,0,0,0.0406779661016949,0.177966101694915,0.0322033898305085,0.0949152542372881,0.0813559322033898,0.0694915254237288,0.0364298724954463,0.0316939890710383,0.0411657559198543,0.0502732240437158,0.0466302367941712,0.0469945355191257,NA,NA
medium,200,2_1_1,1,10,TOAST_TPM_ICeDT,1,0.179941002949853,0.763106796116505,0,122,0,0,0,0,0,515,0,0,0,0,0.0648967551622419,0.367256637168142,0.0604719764011799,0.128318584070796,0.106194690265487,0.0501474926253687,0.0530673692133986,0.0429055325555137,0.0459164471208129,0.0632292058712834,0.0598419269853218,0.0432818968761761,NA,NA
high,200,2_1_1,1,10,TOAST_TPM_ICeDT,1,0.440816326530612,0.370873786407767,0,324,0,0,0,0,0,515,0,0,0,0,0.0448979591836735,0.617687074829932,0.0435374149659864,0.119727891156463,0.103401360544218,0.0571428571428571,0.0473076923076923,0.0542307692307692,0.0561538461538462,0.0446153846153846,0.0546153846153846,0.0519230769230769,NA,NA
